Jim Lawrenson,Lawrens.,FW,Male,Small,Air,55,55,12,12,14,11,11,14,12,112,59,118,59,54,59,57,59,70,59,63,99,53,59,56,59,55,59,14,408,422,Breakthrough,1,Spiral Shot,29,Double Wrath Shot,36,Baby Dragon,56,0x22
Barry Potts,Potts,MF,Male,Large,Air,58,49,12,12,14,11,13,11,12,126,59,121,59,53,59,52,59,54,99,56,59,52,59,60,59,44,59,54,371,425,Moonsault,1,Whirlwind Twister,19,Armadillo Circus,40,Kung Fu Header,45,0x23
Steve Ingham,Ingham,FW,Male,Medium,Earth,50,54,14,11,12,14,11,13,13,125,59,120,59,61,89,53,69,57,69,52,99,47,59,54,59,46,59,66,370,436,Never Give Up,1,Abaddon Drop,30,Hawk Shot,35,Comet Shot,39,0x24
Nathan Jones,Mask,GK,Male,Medium,Air,43,76,15,11,20,17,10,17,16,118,59,116,59,52,99,56,69,61,69,73,89,56,59,54,59,53,59,36,405,441,Economy!,1,Killer Blade,1,Warp Space,1,Galatyn,50,0x29
Russell Walk,Styx,DF,Male,Medium,Wood,42,56,14,10,14,12,17,13,12,107,59,113,59,56,99,47,59,68,59,52,59,64,59,59,59,46,59,27,392,419,Ghost Pull,1,Phantom Shot,15,Black Magic,30,Gladius Arch,55,0x2A
Jason Jones,Creepy,DF,Male,Small,Air,55,56,12,9,12,10,13,12,14,112,59,108,59,52,59,54,59,57,59,57,59,60,99,54,59,63,59,23,397,420,Doppelganger,1,Invisible Fake,10,Ghost Pull,21,Fake Bomber,49,0x2B
Ken Furan,Franky,DF,Male,Large,Earth,30,47,14,15,11,16,11,14,9,123,69,128,89,55,69,66,59,47,99,70,69,52,59,61,69,48,59,23,399,422,Fireball Head,10,Double Rocket,30,Blazing Knuckle,42,Counter Strike,56,0x2C
Jerry Fulton,Undead,DF,Male,Large,Fire,49,66,12,10,14,10,12,10,13,126,69,106,99,52,69,58,59,56,99,61,69,56,59,79,69,53,59,25,415,440,Comeback Kid,1,Phantom Shot,12,Warp Drive,44,Shadow Stitch,50,0x2D
Ray Mannings,Jiangshi,MF,Male,Small,Air,48,51,13,8,11,11,14,8,10,101,59,112,69,55,69,62,69,51,59,52,69,56,59,65,59,62,99,26,403,429,Ghost Pull,1,Black Magic,9,Ganymede Ray,28,Dark Whirlwind,39,0x2E
Robert Mayer,Mummy,MF,Male,Medium,Wood,54,55,13,11,12,12,12,12,12,97,59,137,69,54,69,48,69,60,59,52,69,73,59,54,59,61,99,22,402,424,Ghost Pull,1,Dark Whirlwind,23,Spider Web,35,Warp Space,44,0x2F
Alexander Brave,Grave,MF,Male,Medium,Fire,54,74,11,12,11,10,11,11,12,98,59,127,59,57,89,68,69,60,69,52,99,62,59,56,59,55,59,19,410,429,Black Magic,1,Shadow Stitch,36,Hurricane Arrows,40,Whirlwind Cut,51,0x30
Johan Tassman,Talisman,FW,Male,Medium,Wood,69,85,15,17,15,13,15,10,14,105,99,135,59,62,59,64,59,56,59,48,59,60,59,62,59,63,99,16,415,431,Teleport Shot,1,Phantom Shot,10,Astro Break,26,Death Zone,53,0x31
Troy Moon,Wolfy,MF,Male,Medium,Fire,58,55,18,11,13,16,14,10,16,109,59,115,59,61,99,70,69,45,69,52,89,74,59,53,59,60,59,30,415,445,Magic,1,Phantom Shot,1,Ultra Moon,40,Legendary Wolf,75,0x32
Burt Wolf,Blood,MF,Male,Medium,Earth,54,70,17,15,15,13,13,10,13,110,69,132,59,72,69,52,59,52,99,51,69,56,59,46,69,60,59,58,389,447,No Element,1,Phantom Shot,1,Poison Fog,17,Barbarian Shield,52,0x33
Rob Crombie,Zombie,GK,Male,Large,Earth,38,53,9,11,7,19,11,14,10,137,69,94,69,47,69,51,59,50,99,40,69,64,59,74,69,56,59,22,382,404,Sumo Stomp,1,Warp Space,1,Rocket Kobushi,28,Counter Strike,47,0x34
Chuck Dollman,Dollman,FW,Male,Medium,Wood,37,49,11,10,7,9,9,8,11,98,59,96,59,52,59,66,59,45,59,48,59,53,59,53,99,50,59,53,367,420,Phantom Shot,9,Spider Web,18,Doppelganger,32,Aikido,66,0x35
Uxley Allen,Alien,FW,Male,Medium,Air,36,52,11,9,8,9,9,11,8,100,59,112,59,48,59,54,59,67,59,50,59,48,59,58,99,44,59,28,369,397,Comet Shot,1,Astro Break,16,Kung Fu Header,38,Cosmic Blast,47,0x36
Phil Noir,Noir,FW,Male,Medium,Wood,31,41,9,10,9,9,8,11,10,95,59,120,69,56,69,45,69,48,59,58,69,52,59,69,59,45,99,17,373,390,Black Magic,1,Psycho Shot,21,Deceptor Dribble,30,Death Zone,83,0x37
Mick Askley,Ghost,MF,Male,Medium,Wood,40,48,8,8,10,8,11,11,9,116,89,100,99,64,89,50,89,54,99,44,99,48,59,56,89,54,89,35,370,405,Ghost Pull,10,Black Magic,15,Barbarian Shield,42,Rolling Hell,50,0x38
Charlie Boardfield,Boar,GK,Male,Large,Fire,69,48,18,10,12,16,9,13,10,124,69,128,89,48,69,64,59,50,99,69,69,60,59,54,69,62,59,36,407,443,Recovery,1,Wild Claw,1,Table-Turner,37,Burnout,56,0x3D
Hugo Tallgeese,Chicken,MF,Male,Small,Fire,66,44,7,10,10,16,13,14,9,104,69,101,59,52,69,44,59,56,99,46,69,64,59,67,69,54,59,45,383,428,Dash Accelerator,1,Fire Rooster,1,Whirlwind Cut,34,Boost Glider,70,0x3E
Wilson Fishman,Fishman,DF,Male,Small,Wood,69,51,11,18,9,8,14,11,9,113,59,113,59,52,99,64,69,51,69,51,89,46,59,69,59,51,59,24,384,408,Quick Draw,1,Spinning Cut,25,Tsunami Boost,44,Water Veil,58,0x3F
Peter Johnson,Toad,DF,Male,Medium,Wood,61,33,9,9,7,16,15,13,11,97,59,94,59,61,89,52,69,48,69,48,99,54,59,57,59,50,59,24,370,394,Bubble Gum,1,Warp Drive,18,Fake Ball,38,Spider Web,49,0x40
Leonard O'Shea,Lion,DF,Male,Large,Earth,66,40,19,11,9,19,7,12,9,138,69,109,89,78,69,52,59,42,99,64,69,51,59,54,69,58,59,39,399,438,Super Armadillo,1,Horn Train,1,Mole Shuffle,40,Beast Fang,75,0x41
Cham Lion,C'meleon,MF,Male,Medium,Air,61,45,10,10,14,9,17,13,7,112,59,101,69,46,69,47,69,49,59,60,69,57,59,60,59,48,99,33,367,400,Cool Up!,1,Quick Draw,1,Invisible Fake,48,Mirage Shot,54,0x42
Steve Eagle,Eagle,MF,Male,Medium,Air,76,51,13,15,17,11,18,13,10,117,59,120,59,56,89,68,69,67,69,49,99,68,59,53,59,68,59,25,429,454,Condor Dive,1,Hawk Shot,20,Whirlwind Cut,32,Eagle Buster,71,0x43
Bruce Monkey,Monkey,MF,Male,Medium,Air,56,43,7,12,7,9,10,14,8,108,59,96,69,54,69,64,69,56,59,48,69,53,59,52,59,54,99,25,381,406,Monkey Turn,1,Tarzan Kick,1,Kangaroo Kick,35,Moonsault,55,0x44
Gary Lancaster,Gorilla,FW,Male,Large,Earth,69,48,16,16,9,17,5,17,10,121,69,94,89,78,69,66,59,41,99,64,69,48,59,52,69,67,59,13,416,429,Recovery,1,Tarzan Kick,1,Super Armadillo,1,Power Charge,48,0x45
Harry Snake,Snake,FW,Male,Medium,Wood,56,49,9,15,16,9,13,12,10,106,59,123,69,55,69,63,69,62,59,49,69,55,59,65,59,45,99,24,394,418,Snake Shot,1,Zigzag Spark,21,Cross Drive,36,Lightning Sprint,65,0x46
Adrian Speed,Cheetah,FW,Male,Medium,Air,80,51,14,10,17,7,20,14,11,99,59,112,59,59,89,47,69,69,69,46,99,84,59,42,59,47,59,58,394,452,Tarzan Kick,1,Southern Cross,1,Dynamite Shot,24,Clone Shot,60,0x47
Alan Coe,Koala,MF,Male,Small,Wood,40,33,11,11,11,10,9,11,10,97,59,117,59,54,99,49,69,57,69,51,89,48,59,51,59,49,59,36,359,395,Tarzan Kick,1,Monkey Turn,30,Run Ball Run,48,Illusion Ball,51,0x48
Philip Anders,Panda,FW,Male,Medium,Fire,37,66,10,10,8,9,10,7,8,115,59,124,69,56,69,53,69,48,59,58,69,52,59,55,59,46,99,42,368,410,Killer Slide,1,Breakthrough,24,Kung Fu Header,35,Armadillo Circus,66,0x49
Rocky Rackham,Raccoon,DF,Male,Large,Wood,36,43,8,7,9,10,13,9,9,120,59,106,59,53,59,53,59,53,59,44,59,51,99,68,59,47,59,41,369,410,Super Armadillo,1,Grenade Shot,18,Armadillo Circus,37,About Face,40,0x4A
Matt Mouseman,Mouseman,MF,Male,Medium,Earth,42,41,4,5,11,4,23,11,9,113,89,94,99,42,89,50,89,52,99,44,89,79,59,54,89,45,89,50,366,416,Fake Ball,15,Bewildered,25,Rainbow Arc,42,Afterimage,55,0x4B
Chad Bullford,Bullford,GK,Male,Large,Fire,32,40,9,19,9,20,10,8,11,126,69,129,69,41,69,68,59,48,99,77,69,31,59,51,69,64,59,31,380,411,Blazing Knuckle,1,Toughness Block,1,Wild Claw,36,Gigant Wall,53,0x4C
Thomas Feldt,Feldt,GK,Male,Medium,Wood,48,66,11,14,13,13,13,11,13,137,59,131,59,56,99,69,59,58,59,76,59,68,59,50,59,52,59,32,429,461,Never Give Up,1,Shot Pocket,1,Double Rocket,30,Drill Smasher,52,0x51
Harry Leading,Leading,DF,Male,Small,Air,75,76,16,16,15,16,13,20,17,109,59,112,59,52,99,59,69,48,69,47,89,61,59,57,59,48,59,39,372,411,Defence Scan,1,Patriot Shot,29,Attack Scan,31,Invisible Fake,48,0x52
Terry Stronger,Stronger,DF,Male,Medium,Fire,74,80,16,15,14,17,15,23,16,112,99,121,59,48,59,46,99,50,59,57,59,47,59,55,59,68,59,31,371,402,Defence Scan,1,Attack Scan,24,Psycho Shot,29,Assault Shot,38,0x53
Philip Marvel,Marvel,DF,Male,Large,Earth,75,76,13,13,15,17,16,20,13,127,69,95,99,50,69,62,59,52,99,48,69,52,59,57,69,51,59,41,372,413,Defence Scan,1,Dynamite Shot,20,Attack Scan,26,Mad Express,58,0x54
Noel Good,Good,DF,Male,Large,Wood,76,60,15,15,15,15,16,21,15,113,69,110,89,47,69,47,59,48,99,60,69,48,59,71,69,50,59,34,371,405,Defence Scan,1,Attack Scan,24,Perimeter Zone,29,Earthquake,34,0x55
Tyron Rock,Rock,MF,Male,Medium,Fire,74,76,14,17,14,17,15,20,14,106,59,104,69,56,69,46,69,63,59,48,69,48,59,52,59,52,99,44,365,409,Breakthrough 2,1,Patriot Shot,1,Attack Scan,27,Slingshot,55,0x56
Francis Tell,Tell,MF,Male,Medium,Wood,69,76,14,19,13,15,17,19,14,101,59,118,59,47,99,53,69,53,69,60,89,62,59,48,59,47,59,30,370,400,Defence Scan,1,Psycho Shot,1,Attack Scan,25,Gunshot,55,0x57
Samuel Buster,Busta,MF,Male,Medium,Fire,69,68,23,22,15,15,15,21,14,115,69,98,89,55,69,67,59,52,99,49,69,48,59,50,69,49,59,46,370,416,Recovery,1,Breakthrough 2,1,Attack Scan,25,Ganymede Ray,45,0x58
Jonathan Seller,Seller,FW,Male,Medium,Air,80,64,15,19,15,15,15,20,17,120,59,113,69,55,69,54,69,50,59,49,69,55,59,58,59,46,99,48,367,415,Psycho Shot,1,Attack Scan,1,Defence Scan,27,Double Jaw,65,0x59
Victor Kind,Kind,MF,Male,Medium,Wood,78,70,14,18,17,14,17,21,16,107,99,109,59,49,59,53,59,64,59,51,59,50,99,53,59,49,59,34,369,403,Defence Scan,1,Psycho Shot,1,Attack Scan,26,Twin Boost F,48,0x5A
Neil Turner,Turner,FW,Male,Medium,Fire,74,74,14,20,17,16,20,20,16,121,59,125,69,57,69,58,69,70,59,52,69,62,59,60,59,55,99,21,414,435,Cool Up!,1,Gungnir,1,Fire Tornado,10,Fireball Storm,55,0x5B
Reg Underwood,Under,GK,Male,Medium,Wood,81,72,17,17,16,17,21,22,17,122,59,105,59,44,99,40,69,40,69,69,69,48,59,61,59,70,59,37,372,409,Shot Pocket,1,Attack Scan,26,Defence Scan,38,Triple Defence,49,0x5C
Patrick Stiller,Stiller,MF,Male,Medium,Air,66,76,16,14,16,16,13,19,16,103,59,137,59,56,99,48,59,47,59,55,59,50,59,46,59,60,59,35,362,397,Attack Scan,1,Meteor Attack,27,Utter Gutsiness Catch,35,Spectacle Crash,42,0x5D
Charles Oughtry,Oughtry,MF,Male,Medium,Earth,73,74,14,16,13,17,13,22,15,110,59,113,59,55,59,52,99,45,59,58,59,46,59,44,59,67,59,39,367,406,Psycho Shot,1,Meteor Shower,20,Defence Scan,30,Patriot Shot,60,0x5E
Clive Mooney,Mooney,FW,Male,Medium,Fire,76,72,13,17,13,15,17,20,13,109,69,101,89,58,69,49,59,54,99,50,69,55,59,58,69,46,59,34,370,404,Patriot Shot,1,Killer Slide,24,Breakthrough,36,Utter Gutsiness Club,48,0x5F
Neil Waters,Waters,DF,Male,Large,Wood,81,76,13,17,16,17,16,20,17,98,89,101,99,48,89,64,89,51,99,52,89,45,59,64,89,45,89,15,369,384,Sumo Stomp,1,Defence Scan,24,Patriot Shot,33,Iron Wall,55,0x60
Sam Idol,Idol,GK,Male,Large,Earth,43,43,8,8,7,17,10,11,8,101,89,141,59,60,99,58,89,54,89,55,99,58,89,65,89,47,59,23,397,420,Lucky!,1,Sliding Goal,1,Utter Gutsiness Catch,34,Dimensional Hand,70,0x65
Marcus Train,Train,DF,Male,Medium,Fire,32,51,11,8,9,7,9,11,7,98,89,116,59,61,99,60,89,53,89,56,99,52,89,41,89,54,59,37,377,414,Fake Ball,1,Psycho Shot,26,Zigzag Spark,33,Mad Express,48,0x66
Light Nobel,Novel,MF,Male,Medium,Wood,44,51,8,9,9,8,9,9,9,94,89,124,59,60,99,55,89,56,89,58,99,61,89,57,89,48,59,26,395,421,Trickery!,1,Utter Gutsiness Bat,1,Fake Ball,26,Whale Guard,37,0x67
Walter Valiant,Hero,MF,Male,Medium,Fire,31,36,11,15,9,8,9,11,7,123,89,107,59,62,99,62,89,61,89,55,99,56,89,50,89,71,59,22,417,439,Never Give Up,1,Fake Ball,1,Comet Shot,24,The Earth,75,0x68
Spencer Gates,Cosplay,DF,Male,Large,Earth,46,40,7,9,11,7,9,7,9,107,89,128,59,59,99,52,89,56,89,58,99,56,89,40,89,62,59,30,383,413,Utter Gutsiness Bat,1,Super Sumo Stomp,1,Liar Shot,50,Trickery!,57,0x69
Josh Spear,Online,FW,Male,Medium,Wood,36,45,8,11,9,8,8,7,8,96,89,105,59,54,99,56,89,64,89,62,99,55,89,44,89,49,59,25,384,409,Bewildered,1,Desert Blast,50,Defence Scan,35,Attack Scan,47,0x6A
Gaby Farmer,Custom,FW,Male,Medium,Air,43,51,10,10,9,7,11,10,8,112,89,120,59,58,99,62,89,52,89,61,99,54,89,47,89,59,59,49,393,442,Lucky!,1,Cool Up!,1,Bewildered,25,Inazuma Drop,40,0x6B
A. Woodbridge,Robot,MF,Male,Small,Air,34,52,9,10,9,9,7,7,10,114,89,126,59,60,99,60,89,52,89,58,99,54,89,41,89,51,59,34,376,410,Bewildered,1,Utter Gutsiness Bat,26,Coil Turn,38,Twin Boost,43,0x6C
Gus Gamer,Gamer,FW,Male,Medium,Fire,37,52,10,7,14,8,7,8,7,105,89,108,59,58,99,60,89,59,89,52,99,55,89,45,89,59,59,28,388,416,Utter Gutsiness Bat,1,Bewildered,28,Fake Bomber,39,Shine Drive,55,0x6D
Mark Gambling,Artist,FW,Male,Medium,Air,34,49,10,9,11,7,11,7,10,109,89,121,59,52,99,56,89,58,89,63,99,53,89,51,89,64,59,21,397,418,Bewildered,1,Utter Gutsiness Club,1,Doppelganger,21,Paladin Strike,60,0x6E
Theodore Master,Arcade,FW,Male,Medium,Wood,30,41,10,8,11,8,9,9,9,118,89,104,59,57,99,57,89,55,89,56,99,52,89,47,89,53,59,28,377,405,Everyone Move It!,1,Bewildered,1,Cross Drive,26,Utter Gutsiness Bat,40,0x6F
Ham Signalman,Signal.,MF,Male,Small,Air,39,51,7,8,11,11,10,8,11,117,89,105,59,54,99,56,89,55,89,52,99,53,89,48,89,59,59,29,377,406,Bewildered,1,Coil Turn,22,Stone Prison,34,Patriot Shot,48,0x70
Bill Formby,Formby,DF,Male,Large,Earth,40,43,10,9,10,9,8,9,9,99,89,123,59,54,99,58,89,61,89,45,99,46,89,48,89,48,59,26,360,386,Doppelganger,1,Toughness Block,26,Spider Web,35,Dual Strike,46,0x71
Grant Eldorado,Eldorado,GK,Male,Medium,Fire,37,68,11,11,8,18,8,10,10,120,89,98,59,53,99,63,89,61,89,72,69,48,89,28,89,49,59,30,374,404,Swan Dive,1,Dragon Crash,18,Pressure Punch,27,Flash Upper,52,0x72
Mike Vox,Vox,DF,Male,Small,Air,33,39,8,10,8,9,11,9,9,100,89,117,59,48,99,55,89,60,89,53,99,46,89,50,89,47,59,41,359,400,Fake Ball,1,Flurry Dash,26,Attack Scan,40,Echo Ball,59,0x73
Ollie Webb,Net,DF,Male,Medium,Wood,33,41,10,9,8,7,9,9,9,116,89,114,59,46,99,62,89,54,89,52,99,49,89,59,89,49,59,38,371,409,Attack Scan,25,Black Magic,35,Heavy Mettle,42,Cross Drive,51,0x74
Morgan Sanders,Hood,GK,Male,Medium,Wood,56,86,10,9,19,20,13,16,17,100,59,138,59,53,59,59,59,46,59,73,59,52,59,55,99,62,59,16,400,416,Big Moves!,1,Whirlwind,1,Clone Block,1,Wind God's Dance,62,0x79
Newton Flust,Cracksh.,DF,Male,Medium,Earth,54,58,11,16,12,17,10,17,13,124,59,129,59,62,89,61,69,56,69,60,99,55,59,60,59,63,59,24,417,441,Shadow Stitch,1,Bewildered,22,Clone Defence,32,Gunshot,57,0x7A
Jim Hillfort,Hillfort,DF,Male,Medium,Air,58,62,13,14,10,19,11,13,13,104,59,113,59,55,99,62,69,60,69,53,89,54,59,63,59,61,59,24,408,432,Shadow Stitch,1,Spider Web,1,Whirlwind Cut,27,Clone Shot,60,0x7B
Galen Thunderbird,Thunder,DF,Male,Large,Earth,78,78,20,16,10,17,7,15,14,122,69,110,99,63,69,60,59,63,99,62,69,54,59,57,69,60,59,15,419,434,Sumo Stomp,1,Dark Whirlwind,1,Shadow Stitch,30,Rolling Hell,42,0x7C
Finn Stoned,Bandit,DF,Male,Large,Fire,54,51,14,19,13,19,10,16,15,116,69,107,89,54,69,53,59,57,99,56,69,55,59,58,69,63,59,16,396,412,Super Sumo Stomp,1,Shadow Stitch,1,Mole Fake,34,Mole Shuffle,49,0x7D
Phil Wingate,Code,MF,Male,Medium,Earth,70,62,19,11,19,15,13,16,16,105,59,126,69,60,69,56,69,60,59,57,69,54,59,68,59,61,99,28,416,444,Cool Up!,1,Spider Web,1,Hurricane Arrows,37,Whirlwind Drop,75,0x7E
Jez Shell,Star,MF,Male,Medium,Air,44,63,13,10,12,14,12,14,15,102,59,109,59,53,89,63,69,59,69,56,99,47,59,65,59,60,59,17,403,420,Clone Faker,1,Deceptor Dribble,38,Doppelganger,41,Clone Shot,57,0x7F
Jupiter Jumper,Cleats,MF,Male,Small,Air,60,59,16,14,16,12,19,16,16,102,59,114,59,56,89,58,69,53,69,56,99,69,59,68,59,59,59,9,419,428,Monkey Turn,1,Gale Dash,1,Afterimage,37,Moonsault,46,0x80
Sam Samurai,Samurai,FW,Male,Medium,Wood,45,66,16,11,14,14,16,17,13,112,59,121,69,62,69,60,69,60,59,60,69,56,59,60,59,53,99,15,411,426,Clone Shot,1,Heel Kick,35,Shadow Stitch,45,Fire Rooster,58,0x81
Hank Sullivan,Hattori,MF,Male,Medium,Wood,32,56,14,12,18,12,15,17,17,103,59,114,59,60,99,55,59,59,59,44,59,60,59,60,59,56,59,20,394,414,Afterimage,1,Double Wrath Shot,1,Flurry Dash,1,Bamboo Pattern,41,0x82
Sail Bluesea,Cloak,FW,Male,Medium,Fire,64,54,17,16,18,14,17,17,17,122,59,122,59,52,59,61,59,61,59,54,99,60,59,68,59,55,59,27,411,438,Speed Force,1,Afterimage,1,Clone Defence,10,Fire Rooster,55,0x83
John Reynolds,Ronin,FW,Male,Medium,Air,51,51,19,11,12,11,11,17,14,117,59,116,59,62,59,56,59,56,59,53,59,60,99,54,59,57,59,7,398,405,Clone Shot,1,Flurry Dash,33,Aikido,42,Afterimage,58,0x84
Dan Hopper,Hopper,DF,Male,Large,Earth,44,58,12,12,13,16,11,15,16,115,59,102,69,52,69,58,69,62,59,62,69,55,59,61,59,54,99,12,404,416,Sumo Stomp,1,Condor Dive,36,Meteor Attack,44,Meteor Shower,59,0x85
Cal Trops,Trops,MF,Male,Medium,Wood,43,60,11,10,18,13,11,13,15,104,69,107,89,58,69,61,59,69,99,55,69,59,59,57,69,54,59,8,413,421,Acrobat Bomber,1,Twin Boost,42,Harvest,65,Rolling Hell,79,0x86
Winston Falls,Spook,MF,Male,Medium,Air,56,58,11,14,11,10,18,16,15,111,59,105,59,56,89,56,69,52,69,63,99,64,59,55,59,62,59,6,408,414,Spider Web,1,Afterimage,1,Invisible Fake,38,Shadow Stitch,57,0x87
Kevin Castle,Castle,GK,Male,Medium,Air,48,56,12,14,14,18,12,13,15,103,69,129,89,53,69,60,59,52,99,68,69,52,59,68,69,52,59,16,405,421,Toughness Block,1,Mistral,18,Whirlwind,28,Table-Turner,48,0x88
